,File_Name,Result
0,DSC_0247_scale.jpg,N
1,DSC_0535tamp9.jpg,Y
2,DSC_0090_01_scale.jpg,Y
3,DSC_1269_scale.jpg,N
4,DSC_0141_01_scale.jpg,N
5,DSC_1253_scale.jpg,N
6,DSC_0162_scale.jpg,Y
7,DSC01172_scale.jpg,Y
8,DSC_0148_01_scale.jpg,Y
9,DSC_1535tamp14.jpg,Y
10,DSC_0985_scale.jpg,N
11,DSC_0346_scale.jpg,N
12,P1020776_scale.jpg,Y
13,DSC01640tamp6.jpg,Y
14,DSC_0352_scale.jpg,Y
15,DSCF8tamp2.jpg,Y
16,DSC01176_scale.jpg,Y
17,DSC_0215_01_scale.jpg,Y
18,DSC_1225_scale.jpg,Y
19,DSCF1248tamp14.jpg,Y
20,DSC_0191_01_scale.jpg,Y
21,DSCF1853tamp7.jpg,Y
22,IMG_2927_scale.jpg,Y
23,DSC_0490_scale.jpg,Y
24,DSC_0227_scale.jpg,N
25,DSCF1248tamp9.jpg,Y
26,DSCF0670tamp1.jpg,Y
27,DSC_1040_scale.jpg,Y
28,DSC_0051_01_scale.jpg,Y
29,P1000231tamp14.jpg,Y
30,DSC01196_scale.jpg,N
31,DSC_0272_scale.jpg,Y
32,DSC_1213_scale.jpg,N
33,DSC_1345_scale.jpg,Y
34,DSC_1247_scale.jpg,N
35,00003_scale.jpg,N
36,DSC_0338_scale.jpg,Y
37,DSC_0258tamp3.jpg,Y
38,DSC_0153tamp10.jpg,N
39,P1000293tamp11.jpg,Y
40,DSC_1607_scale.jpg,N
41,DSC_1032_scale.jpg,Y
42,PC050594_scale.jpg,N
43,PC190612tamp14.jpg,Y
44,DSC_1205_scale.jpg,N
45,DSC_0128_scale.jpg,N
46,DSC_1811tamp2.jpg,N
47,DSC_0064_01_scale.jpg,Y
48,DSC_0097tamp13.jpg,Y
49,P1020797_scale.jpg,Y
50,IMG_3011_scale.jpg,N
51,DSC_1058_scale.jpg,N
52,DSC_0131_01_scale.jpg,N
53,DSC_1196_scale.jpg,N
54,DSC_0097_scale.jpg,Y
55,DSC_0215tamp12.jpg,N
56,DSC_0291_scale.jpg,Y
57,IMG_2382_scale.jpg,N
58,P6300099tamp6.jpg,Y
59,DSC_0970_scale.jpg,Y
60,IMG_3010_scale.jpg,N
61,DSC_0609_scale.jpg,N
62,DSCN50_scale.jpg,Y
63,DSCF0170tamp4.jpg,Y
64,DSC_0638_scale.jpg,Y
65,DSCF1337_scale.jpg,Y
66,DCAM0502_scale.jpg,N
67,DSC_0564_scale.jpg,N
68,DSC_1017_scale.jpg,N
69,DSCF0201tamp4.jpg,N
70,P7310182_scale.jpg,N
71,DSC_0974_scale.jpg,Y
72,DSC_1426_scale.jpg,N
73,DSC_1276_scale.jpg,N
74,DSC01176tamp14.jpg,N
75,DSC_0076_scale.jpg,Y
76,DSC_0572_scale.jpg,Y
77,DSC_0748_scale.jpg,Y
78,DSC_0420_scale.jpg,Y
79,P1020818_scale.jpg,Y
80,P1020785_scale.jpg,Y
81,DSC_1050_scale.jpg,Y
82,DSCF1337tamp6.jpg,Y
83,DSC_1535tamp7.jpg,Y
84,DSC_1535_scale.jpg,Y
85,DSCF1248tamp13.jpg,Y
86,P1000528tamp11.jpg,Y
87,DSC_0348_scale.jpg,Y
88,IMG_2203_scale.jpg,N
89,DSC_1044_scale.jpg,N
90,DSC_1222_scale.jpg,Y
91,P1020696_scale.jpg,N
92,DSC_0282_scale.jpg,Y
93,DSCN2329tamp10.jpg,N
94,DSC_0735_scale.jpg,Y
95,DSCF18tamp7.jpg,Y
96,DSC_0573_scale.jpg,N
97,DSC_0055_01tamp3.jpg,Y
98,DSC01173_scale.jpg,Y
99,DSCF0243_scale.jpg,N
100,DSC_1025_scale.jpg,N
101,DSC_0182_01_scale.jpg,Y
102,P1020779_scale.jpg,Y
103,DSC_0379_scale.jpg,Y
104,P1000472tamp6.jpg,N
105,DSC_1202_scale.jpg,N
106,DSC_0105_scale.jpg,Y
107,IMG_2383_scale.jpg,N
108,P1020802_scale.jpg,Y
